央视频道,#genre#
青海卫视,http://60.13.52.236:65500/newlive/live/hls/44/live.m3u8$576p
西藏卫视,http://183.249.78.44:10800/newlive/live/hls/46/live.m3u8$576p
西藏卫视,http://60.13.52.236:65500/newlive/live/hls/45/live.m3u8$576p
三沙卫视,http://221.226.51.220:50081/newlive/live/hls/38/live.m3u8$1080p
山东教育卫视,http://61.162.52.6:8088/newlive/live/hls/63/live.m3u8$1080p
北京节目,#genre#
北京纪实科教,http://219.147.245.238:25380/newlive/live/hls/20/live.m3u8$1080p
福建节目,#genre#
福建综合,http://120.40.39.246:352/newlive/live/hls/18/live.m3u8$1080p
江苏节目,#genre#
江苏城市,http://221.226.51.220:50081/newlive/live/hls/19/live.m3u8$1080p
江苏影视,http://221.226.51.220:50081/newlive/live/hls/22/live.m3u8$1080p
江苏综艺,http://221.226.51.220:50081/newlive/live/hls/20/live.m3u8$1080p
江苏体育休闲,http://221.226.51.220:50081/newlive/live/hls/21/live.m3u8$1080p
南京影视,http://221.226.51.220:50081/newlive/live/hls/44/live.m3u8$576p
南京教科,http://221.226.51.220:50081/newlive/live/hls/43/live.m3u8$576p
南京智选假日酒店,http://221.226.51.220:50081/newlive/live/hls/179/live.m3u8$1080p
浙江节目,#genre#
浙江少儿,http://183.249.78.44:10800/newlive/live/hls/31/live.m3u8$1080p
山东节目,#genre#
山东少儿,http://61.162.52.6:8088/newlive/live/hls/66/live.m3u8$1080p
青岛1,http://61.162.52.6:8088/newlive/live/hls/65/live.m3u8$720p
未分类节目,#genre#
40,http://221.226.51.220:50081/newlive/live/hls/40/live.m3u8
华数电影,http://60.13.52.236:65500/newlive/live/hls/6/live.m3u8$1080p
卡酷少儿,http://60.13.52.236:65500/newlive/live/hls/32/live.m3u8$576p
希尔顿欢朋酒店,http://183.249.78.44:10800/newlive/live/hls/1/live.m3u8$720p
电影,http://60.13.52.236:65500/newlive/live/hls/8/live.m3u8$1080p
